type,type_encoded,severity,affected_radius_km,hour,impacted_shipments,delay_min
congestion,1,9.02,107.4,12.0,59,164
congestion,1,1.0,27.41,23.0,11,29
congestion,1,4.98,81.95,22.0,40,107
congestion,1,5.86,103.0,11.0,49,132
congestion,1,5.96,13.86,1.0,22,67
blockage,2,2.03,77.09,19.0,16,126
vehicle_issue,3,3.1,34.65,15.0,5,22
vehicle_issue,3,4.21,99.53,0.0,11,46
vehicle_issue,3,7.09,25.78,3.0,8,36
weather,0,9.84,46.85,6.0,38,107
congestion,1,4.1,84.66,20.0,36,97
vehicle_issue,3,5.96,68.43,6.0,10,44
blockage,2,3.97,12.39,21.0,9,82
congestion,1,1.0,31.36,1.0,11,30
congestion,1,4.02,103.08,12.0,44,115
weather,0,4.15,116.12,22.0,41,103
congestion,1,2.07,80.97,15.0,31,79
congestion,1,6.82,1.79,12.0,22,69
congestion,1,2.77,86.58,9.0,47,121
blockage,2,3.1,74.13,14.0,17,141
congestion,1,4.08,48.95,6.0,27,74
weather,0,10.0,27.0,12.0,33,97
vehicle_issue,3,6.99,20.23,1.0,7,34
congestion,1,5.04,11.6,5.0,18,56
congestion,1,9.07,79.28,17.0,65,184
blockage,2,1.0,41.03,22.0,8,65
blockage,2,3.76,63.25,10.0,16,139
blockage,2,6.11,63.04,16.0,20,172
weather,0,5.06,75.02,10.0,32,84
blockage,2,7.2,74.05,2.0,23,198
weather,0,8.28,61.89,23.0,37,102
vehicle_issue,3,4.95,17.46,11.0,6,26
congestion,1,9.95,3.29,2.0,31,99
congestion,1,9.8,68.87,0.0,51,146
congestion,1,5.08,51.04,4.0,30,85
congestion,1,9.69,49.78,16.0,45,132
blockage,2,6.85,51.85,7.0,20,175
congestion,1,2.05,12.58,12.0,10,30
weather,0,1.9,21.9,3.0,11,29
blockage,2,1.0,80.2,21.0,14,112
congestion,1,2.97,64.34,23.0,28,74
weather,0,3.83,72.61,22.0,30,76
vehicle_issue,3,1.0,16.33,14.0,2,9
congestion,1,7.11,97.67,2.0,50,138
blockage,2,4.97,44.49,2.0,15,134
weather,0,7.05,73.23,2.0,37,100
congestion,1,5.99,53.57,11.0,35,98
congestion,1,2.99,57.33,21.0,26,70
weather,0,7.02,94.66,19.0,55,146
vehicle_issue,3,9.97,13.44,12.0,9,44
congestion,1,3.95,10.61,17.0,19,59
blockage,2,3.85,10.35,11.0,8,80
blockage,2,6.37,120.0,14.0,29,239
congestion,1,9.15,110.1,13.0,60,167
blockage,2,6.22,83.96,14.0,23,197
blockage,2,9.19,55.65,11.0,23,254
weather,0,1.0,8.88,17.0,7,19
blockage,2,1.0,97.94,14.0,17,134
weather,0,5.0,22.37,6.0,19,54
congestion,1,2.95,34.28,22.0,19,53
congestion,1,1.13,99.65,11.0,33,82
congestion,1,2.88,32.7,14.0,18,52
weather,0,2.84,101.84,12.0,34,85
blockage,2,9.81,92.12,7.0,31,323
congestion,1,7.95,101.83,1.0,54,149
weather,0,3.93,83.96,5.0,32,81
weather,0,9.91,41.5,22.0,37,106
blockage,2,9.01,77.89,23.0,27,283
blockage,2,2.83,97.72,3.0,21,168
blockage,2,5.11,90.08,13.0,22,188
blockage,2,9.84,105.2,6.0,33,334
vehicle_issue,3,4.82,116.95,13.0,13,55
vehicle_issue,3,3.9,81.68,15.0,10,41
vehicle_issue,3,9.98,113.28,0.0,17,73
vehicle_issue,3,7.13,32.12,22.0,8,38
vehicle_issue,3,4.99,115.7,22.0,13,55
congestion,1,8.76,108.91,22.0,60,165
blockage,2,8.07,3.26,11.0,14,175
blockage,2,4.07,70.0,17.0,18,150
weather,0,4.91,63.67,23.0,29,77
blockage,2,1.03,99.15,4.0,17,134
blockage,2,2.22,16.89,4.0,6,51
blockage,2,9.87,64.71,19.0,26,287
vehicle_issue,3,1.14,61.62,7.0,6,22
blockage,2,9.19,47.46,4.0,22,247
vehicle_issue,3,3.03,118.97,5.0,12,48
vehicle_issue,3,5.82,65.73,16.0,10,44
vehicle_issue,3,8.2,49.47,9.0,10,47
congestion,1,10.0,104.86,7.0,79,221
weather,0,4.08,14.95,23.0,15,42
congestion,1,9.99,34.72,23.0,41,121
blockage,2,5.17,35.86,9.0,13,121
vehicle_issue,3,8.87,113.59,5.0,16,70
vehicle_issue,3,2.13,105.05,19.0,10,40
blockage,2,2.95,73.67,18.0,17,136
blockage,2,6.75,39.45,18.0,17,159
vehicle_issue,3,7.85,59.96,5.0,11,49
blockage,2,9.06,67.8,7.0,25,272
weather,0,4.03,65.61,1.0,27,71
blockage,2,7.07,30.88,13.0,16,150
congestion,1,6.94,18.79,1.0,26,79
blockage,2,10.0,108.79,20.0,33,341
blockage,2,2.09,76.37,7.0,16,125
congestion,1,1.35,19.41,14.0,8,23
congestion,1,5.94,117.6,3.0,54,143
weather,0,1.15,50.18,6.0,16,38
congestion,1,2.1,89.21,6.0,32,83
vehicle_issue,3,6.02,19.4,20.0,7,31
blockage,2,2.8,110.78,23.0,23,182
vehicle_issue,3,3.21,13.27,13.0,3,15
vehicle_issue,3,4.04,115.03,2.0,12,50
vehicle_issue,3,6.91,85.79,23.0,13,54
weather,0,3.87,28.22,6.0,18,49
congestion,1,8.04,19.69,15.0,31,93
weather,0,1.86,100.85,5.0,31,76
weather,0,1.91,6.39,10.0,7,19
weather,0,1.91,14.47,0.0,9,25
congestion,1,10.0,79.98,10.0,54,154
weather,0,3.09,12.88,16.0,10,30
vehicle_issue,3,1.0,64.9,21.0,6,24
blockage,2,3.97,66.46,22.0,17,147
blockage,2,7.02,2.85,23.0,12,116
blockage,2,3.89,47.66,23.0,14,119
vehicle_issue,3,3.91,6.83,9.0,4,17
weather,0,1.0,112.06,6.0,33,78
congestion,1,7.04,25.35,3.0,29,86
congestion,1,3.24,82.54,3.0,34,89
blockage,2,1.0,81.45,0.0,15,113
blockage,2,8.04,90.86,17.0,28,279
vehicle_issue,3,9.97,41.73,7.0,11,52
blockage,2,6.97,24.29,12.0,15,139
weather,0,9.93,62.77,8.0,55,154
blockage,2,5.17,83.53,12.0,21,180
vehicle_issue,3,5.64,92.12,10.0,12,51
blockage,2,3.83,9.45,14.0,7,72
blockage,2,6.16,92.18,3.0,24,205
weather,0,9.17,13.62,21.0,27,81
weather,0,7.26,64.08,11.0,35,94
weather,0,1.05,66.75,16.0,20,48
weather,0,6.07,14.98,22.0,20,58
congestion,1,3.72,116.44,2.0,47,122
vehicle_issue,3,6.0,77.63,5.0,11,47
congestion,1,6.08,27.59,13.0,26,77
blockage,2,5.93,8.6,16.0,11,105
vehicle_issue,3,8.99,92.77,11.0,15,64
vehicle_issue,3,9.18,100.96,0.0,15,66
blockage,2,10.0,12.1,16.0,18,224
vehicle_issue,3,7.04,32.08,15.0,8,37
congestion,1,2.99,76.01,0.0,32,85
congestion,1,2.11,53.73,22.0,21,56
congestion,1,8.94,42.81,21.0,40,116
vehicle_issue,3,10.0,51.5,6.0,12,55
congestion,1,1.0,61.13,14.0,21,54
vehicle_issue,3,3.11,22.89,19.0,4,19
weather,0,7.0,49.39,10.0,30,84
weather,0,1.91,10.74,1.0,8,22
blockage,2,1.05,2.65,9.0,2,18
vehicle_issue,3,9.94,120.0,8.0,17,75
blockage,2,1.15,8.39,19.0,3,25
congestion,1,2.85,4.85,0.0,11,33
weather,0,10.0,108.01,22.0,54,144
congestion,1,1.89,117.9,8.0,53,135
congestion,1,8.18,103.58,9.0,71,195
congestion,1,6.11,18.72,7.0,30,91
vehicle_issue,3,5.99,77.31,0.0,11,47
vehicle_issue,3,9.0,85.35,16.0,14,61
vehicle_issue,3,1.25,90.28,17.0,8,32
weather,0,1.11,15.12,7.0,8,22
weather,0,1.89,48.36,2.0,18,44
congestion,1,5.14,31.9,19.0,33,94
blockage,2,9.92,79.09,16.0,29,305
blockage,2,1.02,40.91,6.0,8,66
congestion,1,4.69,60.84,16.0,33,92
weather,0,5.12,76.89,5.0,33,85
congestion,1,1.9,102.45,15.0,37,94
vehicle_issue,3,3.97,110.26,11.0,12,49
vehicle_issue,3,2.79,82.11,4.0,9,37
vehicle_issue,3,2.03,19.94,15.0,3,14
blockage,2,6.01,107.3,4.0,27,224
weather,0,9.81,23.37,21.0,33,95
vehicle_issue,3,5.0,6.79,2.0,5,22
weather,0,6.96,52.72,19.0,42,114
congestion,1,7.18,82.67,6.0,46,127
vehicle_issue,3,8.89,20.22,12.0,9,42
blockage,2,9.07,35.16,20.0,20,233
weather,0,9.78,9.89,23.0,29,86
blockage,2,9.01,76.57,11.0,26,279
weather,0,10.0,86.47,7.0,63,171
congestion,1,10.0,61.36,17.0,63,184
vehicle_issue,3,7.98,53.73,23.0,11,48
congestion,1,5.26,102.52,7.0,59,158
vehicle_issue,3,3.95,52.23,9.0,7,31
blockage,2,6.07,54.08,19.0,18,160
blockage,2,8.95,70.31,6.0,26,273
blockage,2,7.87,85.45,13.0,26,270
blockage,2,5.82,93.57,9.0,25,208
weather,0,1.0,3.53,12.0,4,12
vehicle_issue,3,3.09,101.55,14.0,11,43
congestion,1,6.2,56.56,12.0,34,97
blockage,2,4.09,110.09,11.0,24,195
blockage,2,4.95,64.78,9.0,18,158
blockage,2,3.91,57.24,1.0,16,133
congestion,1,1.02,23.19,18.0,13,35
vehicle_issue,3,4.84,55.6,8.0,9,37
weather,0,5.13,61.12,1.0,29,76
blockage,2,8.06,106.93,11.0,30,297
blockage,2,1.85,107.04,19.0,20,160
blockage,2,5.22,62.51,15.0,17,151
weather,0,8.82,104.35,14.0,50,135
congestion,1,3.01,101.57,22.0,40,103
weather,0,4.13,115.21,16.0,40,100
blockage,2,1.11,45.61,22.0,9,69
blockage,2,5.91,23.39,21.0,14,128
blockage,2,8.94,115.17,12.0,33,325
vehicle_issue,3,4.86,69.25,1.0,10,41
congestion,1,5.03,58.92,13.0,32,89
congestion,1,8.12,51.91,22.0,39,113
congestion,1,4.71,11.29,16.0,18,56
weather,0,4.08,24.03,5.0,17,47
vehicle_issue,3,7.93,37.35,20.0,9,43
vehicle_issue,3,2.99,67.23,20.0,8,32
congestion,1,8.84,61.34,17.0,59,171
vehicle_issue,3,2.91,66.39,3.0,8,32
weather,0,6.3,8.41,17.0,24,70
weather,0,2.95,2.6,20.0,8,25
congestion,1,7.0,56.53,10.0,38,108
congestion,1,4.86,24.72,16.0,22,65
weather,0,3.39,108.92,20.0,36,88
blockage,2,8.07,51.56,17.0,21,231
vehicle_issue,3,10.0,41.94,15.0,11,53
congestion,1,1.14,65.74,9.0,30,74
congestion,1,6.05,77.02,3.0,41,112
weather,0,7.97,10.49,6.0,24,70
congestion,1,7.98,86.79,14.0,51,141
vehicle_issue,3,2.77,17.0,17.0,4,17
vehicle_issue,3,1.95,47.24,7.0,5,22
weather,0,5.92,42.33,9.0,35,96
weather,0,7.05,65.17,4.0,36,97
vehicle_issue,3,2.97,83.47,8.0,9,37
weather,0,4.1,94.34,15.0,35,90
blockage,2,6.01,65.15,0.0,20,172
vehicle_issue,3,4.87,22.96,15.0,6,26
vehicle_issue,3,5.22,82.46,1.0,11,45
blockage,2,6.94,58.53,22.0,20,182
congestion,1,10.0,71.55,17.0,67,191
vehicle_issue,3,7.8,51.5,23.0,11,48
blockage,2,1.12,46.86,8.0,10,77
vehicle_issue,3,3.75,82.47,9.0,10,41
blockage,2,1.29,62.94,11.0,12,92
vehicle_issue,3,9.1,107.96,4.0,16,67
vehicle_issue,3,6.97,90.36,17.0,13,55
weather,0,3.09,56.37,3.0,23,59
congestion,1,8.81,25.16,20.0,35,105
vehicle_issue,3,5.97,2.07,23.0,5,25
weather,0,1.11,22.58,6.0,9,23
blockage,2,2.09,33.17,9.0,9,73
congestion,1,9.0,15.79,0.0,32,97
weather,0,3.05,80.26,8.0,37,94
blockage,2,6.16,39.19,5.0,16,144
vehicle_issue,3,9.11,5.85,14.0,8,37
vehicle_issue,3,2.72,51.31,18.0,7,28
congestion,1,1.0,94.94,1.0,31,77
weather,0,1.0,39.69,4.0,13,33
vehicle_issue,3,9.81,109.65,15.0,17,73
vehicle_issue,3,5.84,102.6,10.0,13,55
blockage,2,4.22,107.05,21.0,23,192
blockage,2,1.0,80.3,18.0,14,113
blockage,2,6.94,97.82,17.0,27,228
weather,0,1.0,46.02,23.0,15,36
weather,0,1.06,85.02,10.0,24,58
weather,0,6.04,27.22,15.0,23,65
vehicle_issue,3,7.29,26.14,2.0,8,36
weather,0,5.92,114.29,2.0,45,116
blockage,2,10.0,65.15,5.0,27,290
congestion,1,2.72,10.24,7.0,15,46
weather,0,5.79,23.38,6.0,22,63
vehicle_issue,3,4.2,53.51,16.0,8,33
weather,0,4.17,101.99,9.0,48,121
vehicle_issue,3,2.07,110.85,16.0,10,40
vehicle_issue,3,8.17,13.52,3.0,8,36
vehicle_issue,3,7.84,9.17,8.0,7,35
weather,0,8.25,16.73,13.0,25,73
vehicle_issue,3,1.84,79.16,23.0,8,32
blockage,2,2.05,63.47,8.0,14,109
congestion,1,8.42,90.67,13.0,51,141
blockage,2,6.87,72.58,11.0,23,198
congestion,1,1.2,12.51,0.0,7,19
congestion,1,7.14,29.33,6.0,31,90
congestion,1,9.92,39.63,6.0,42,125
blockage,2,8.31,85.98,10.0,26,270
blockage,2,2.86,67.28,4.0,16,134
weather,0,3.99,114.92,17.0,52,130
weather,0,8.1,20.0,11.0,26,75
vehicle_issue,3,4.99,115.4,2.0,13,54
blockage,2,8.47,29.11,8.0,17,201
vehicle_issue,3,9.81,42.5,12.0,11,53
congestion,1,5.24,6.27,5.0,17,52
congestion,1,5.66,35.77,14.0,29,84
congestion,1,4.57,23.97,18.0,29,86
blockage,2,6.01,27.56,16.0,14,128
vehicle_issue,3,1.11,67.87,16.0,6,25
blockage,2,10.0,93.26,22.0,31,323
congestion,1,6.24,92.89,12.0,45,122
vehicle_issue,3,3.03,98.59,18.0,10,42
blockage,2,6.07,88.35,8.0,24,202
congestion,1,4.04,114.76,17.0,61,160
weather,0,9.23,1.97,13.0,24,74
blockage,2,7.81,117.38,20.0,32,310
blockage,2,3.9,49.61,1.0,14,124
vehicle_issue,3,8.13,56.58,21.0,11,49
weather,0,1.16,69.27,5.0,21,50
weather,0,10.0,1.23,20.0,27,81
vehicle_issue,3,5.99,22.3,9.0,7,31
blockage,2,6.93,51.59,14.0,20,177
weather,0,7.11,90.25,8.0,55,145
weather,0,3.84,105.66,20.0,38,95
congestion,1,7.25,17.72,17.0,35,105
blockage,2,3.92,32.58,7.0,12,103
weather,0,6.96,73.87,3.0,37,100
congestion,1,1.11,44.09,22.0,16,41
blockage,2,1.89,34.46,23.0,9,76
vehicle_issue,3,9.83,43.5,4.0,12,54
congestion,1,8.17,83.85,7.0,64,179
congestion,1,1.84,24.63,5.0,13,37
congestion,1,3.04,10.47,5.0,12,35
weather,0,6.0,4.33,3.0,16,49
weather,0,1.0,64.2,17.0,25,60
vehicle_issue,3,4.84,30.65,18.0,6,29
weather,0,4.05,67.65,14.0,28,73
vehicle_issue,3,2.18,105.69,10.0,10,40
weather,0,2.89,34.84,23.0,17,46
blockage,2,2.87,24.8,17.0,8,75
vehicle_issue,3,1.09,1.0,1.0,1,4
blockage,2,7.12,118.28,12.0,30,253
blockage,2,3.14,62.96,4.0,15,123
congestion,1,1.03,92.86,9.0,41,103
blockage,2,1.0,101.53,9.0,18,140
blockage,2,10.0,119.89,21.0,35,353
congestion,1,1.99,105.13,19.0,48,122
weather,0,10.0,36.27,10.0,35,102
vehicle_issue,3,1.92,69.2,18.0,7,28
weather,0,1.0,113.93,14.0,33,77
vehicle_issue,3,6.08,76.44,13.0,11,47
vehicle_issue,3,8.69,90.74,20.0,15,64
weather,0,1.2,110.06,14.0,31,73
blockage,2,3.99,74.06,5.0,18,153
blockage,2,7.58,86.0,9.0,26,268
weather,0,1.03,70.97,9.0,27,66
vehicle_issue,3,1.94,38.93,20.0,5,20
weather,0,3.84,31.09,3.0,18,50
weather,0,9.29,75.71,11.0,43,118
vehicle_issue,3,9.13,119.23,13.0,17,71
blockage,2,7.98,108.91,22.0,30,300
weather,0,7.01,27.88,18.0,32,93
weather,0,1.04,99.22,6.0,29,69
congestion,1,2.76,5.62,1.0,10,31
weather,0,10.0,69.04,3.0,44,123
weather,0,8.01,110.52,1.0,50,131
blockage,2,3.27,116.22,9.0,23,186
weather,0,7.87,76.01,17.0,52,140
congestion,1,8.09,76.23,15.0,47,132
congestion,1,7.82,45.29,17.0,50,144
vehicle_issue,3,9.57,83.59,12.0,15,66
vehicle_issue,3,6.14,31.63,9.0,7,33
vehicle_issue,3,1.03,7.47,19.0,1,6
congestion,1,8.92,102.04,8.0,74,206
blockage,2,1.0,8.45,14.0,3,26
blockage,2,6.93,78.95,6.0,24,208
vehicle_issue,3,8.04,53.77,8.0,11,48
blockage,2,1.84,6.62,1.0,4,39
vehicle_issue,3,8.02,22.97,14.0,8,38
blockage,2,8.9,13.77,12.0,16,205
vehicle_issue,3,6.82,27.83,7.0,8,36
blockage,2,3.98,76.42,14.0,19,156
blockage,2,2.67,67.42,3.0,16,131
blockage,2,8.08,52.44,20.0,21,231
congestion,1,2.01,97.67,0.0,36,92
blockage,2,7.09,90.57,13.0,26,221
congestion,1,2.17,82.67,6.0,31,78
blockage,2,3.96,71.46,3.0,18,151
congestion,1,5.6,84.33,4.0,43,118
vehicle_issue,3,1.96,29.61,7.0,4,16
blockage,2,7.83,32.09,15.0,18,206
blockage,2,7.21,36.35,18.0,17,156
weather,0,1.0,88.61,22.0,26,62
vehicle_issue,3,9.13,52.01,14.0,11,52
vehicle_issue,3,8.22,118.16,11.0,16,67
weather,0,8.89,4.6,18.0,32,98
congestion,1,7.01,45.65,19.0,45,131
blockage,2,7.01,20.82,9.0,14,135
vehicle_issue,3,4.33,96.94,10.0,11,45
blockage,2,3.19,59.42,1.0,14,118
congestion,1,2.84,73.39,0.0,31,83
congestion,1,3.91,72.18,21.0,34,90
vehicle_issue,3,2.93,11.79,20.0,3,15
vehicle_issue,3,7.88,92.46,8.0,14,60
vehicle_issue,3,5.95,99.9,22.0,13,54
congestion,1,4.92,74.65,2.0,37,101
congestion,1,8.01,34.0,22.0,34,102
weather,0,7.98,89.12,14.0,43,116
vehicle_issue,3,10.0,84.14,12.0,15,65
vehicle_issue,3,3.89,109.45,17.0,12,49
weather,0,2.75,16.07,5.0,12,33
weather,0,1.0,111.15,11.0,31,74
blockage,2,1.91,102.36,5.0,20,160
congestion,1,7.22,33.28,14.0,32,93
congestion,1,9.13,84.27,9.0,69,193
congestion,1,7.19,33.34,10.0,31,91
blockage,2,10.0,29.33,17.0,21,245
vehicle_issue,3,6.7,74.47,19.0,12,51
vehicle_issue,3,8.87,9.91,20.0,8,38
congestion,1,2.78,13.35,18.0,17,49
vehicle_issue,3,4.24,79.21,4.0,10,40
blockage,2,9.13,115.05,17.0,33,326
weather,0,7.06,4.63,17.0,25,77
vehicle_issue,3,4.91,5.34,0.0,4,21
congestion,1,9.93,11.92,4.0,33,103
blockage,2,7.87,3.55,12.0,13,169
blockage,2,3.1,112.23,7.0,23,182
vehicle_issue,3,7.02,57.57,18.0,10,45
vehicle_issue,3,4.1,84.95,18.0,10,41
vehicle_issue,3,5.06,53.15,5.0,8,35
blockage,2,9.12,119.31,0.0,34,333
congestion,1,7.08,60.29,6.0,38,109
congestion,1,1.17,111.98,21.0,37,91
vehicle_issue,3,6.11,77.12,21.0,11,47
weather,0,6.92,114.36,12.0,48,124
blockage,2,6.07,58.8,20.0,19,168
blockage,2,3.05,102.76,13.0,22,175
weather,0,6.97,40.42,23.0,29,80
blockage,2,10.0,83.33,3.0,29,306
congestion,1,1.15,71.62,11.0,25,63
congestion,1,7.08,60.2,4.0,39,110
blockage,2,10.0,60.32,2.0,26,283
weather,0,5.01,20.15,3.0,19,53
weather,0,4.17,107.54,0.0,39,97
congestion,1,3.12,55.25,22.0,26,68
blockage,2,2.88,18.58,16.0,8,71
weather,0,3.95,85.71,11.0,32,83
congestion,1,7.87,90.82,19.0,65,182
congestion,1,1.84,6.75,13.0,8,24
blockage,2,3.4,39.69,10.0,11,97
congestion,1,10.0,71.09,11.0,51,147
weather,0,10.0,97.84,10.0,52,139
blockage,2,3.07,37.31,9.0,11,94
vehicle_issue,3,4.92,35.68,20.0,7,31
blockage,2,4.83,90.13,23.0,22,186
congestion,1,2.97,28.41,4.0,17,48
congestion,1,1.89,107.34,17.0,50,126
weather,0,1.11,92.91,1.0,27,65
weather,0,7.02,105.97,19.0,60,156
congestion,1,1.13,43.04,23.0,16,41
blockage,2,7.04,22.46,17.0,15,137
congestion,1,1.0,66.06,13.0,24,60
vehicle_issue,3,1.97,23.97,22.0,3,15
blockage,2,1.06,33.72,18.0,7,55
weather,0,4.04,49.75,18.0,30,80
blockage,2,3.92,57.18,22.0,15,131
blockage,2,3.93,40.99,13.0,13,111
weather,0,3.9,34.57,19.0,25,69
congestion,1,9.75,31.53,21.0,39,118
vehicle_issue,3,5.0,80.33,11.0,11,45
congestion,1,9.12,36.73,17.0,50,147
congestion,1,2.93,84.12,15.0,34,89
weather,0,4.81,88.66,23.0,36,94
weather,0,1.15,84.48,15.0,25,60
congestion,1,3.2,108.84,17.0,55,140
vehicle_issue,3,1.0,115.6,22.0,10,38
vehicle_issue,3,1.0,18.34,0.0,2,10
blockage,2,1.98,39.04,3.0,9,79
vehicle_issue,3,2.04,95.28,7.0,9,36
blockage,2,3.93,94.41,16.0,21,177
blockage,2,7.76,11.6,10.0,14,179
congestion,1,2.14,117.27,20.0,41,102
weather,0,7.04,103.54,1.0,45,118
congestion,1,4.23,107.59,8.0,58,151
vehicle_issue,3,5.01,27.34,3.0,6,28
blockage,2,10.0,63.14,16.0,26,283
vehicle_issue,3,4.97,51.11,6.0,8,36
weather,0,2.91,43.8,5.0,19,50
weather,0,2.92,27.84,14.0,15,41
congestion,1,2.27,16.18,2.0,11,32
congestion,1,8.97,103.88,22.0,58,162
vehicle_issue,3,7.24,63.56,0.0,11,47
congestion,1,2.93,74.13,8.0,40,105
blockage,2,4.79,30.04,12.0,13,119
blockage,2,6.1,112.69,0.0,28,231
congestion,1,1.0,111.26,1.0,37,91
vehicle_issue,3,10.0,82.77,23.0,14,64
weather,0,8.03,39.28,14.0,31,87
weather,0,6.03,30.13,0.0,23,65
blockage,2,8.25,71.97,9.0,24,254
blockage,2,2.04,97.69,7.0,19,152
congestion,1,10.0,115.33,0.0,65,180
vehicle_issue,3,6.95,11.7,13.0,6,31
weather,0,10.0,41.69,5.0,37,104
congestion,1,9.07,50.54,15.0,41,121
weather,0,5.94,47.23,17.0,35,97
weather,0,3.14,79.6,10.0,29,72
blockage,2,6.97,64.15,9.0,22,191
blockage,2,6.09,108.79,15.0,27,225
blockage,2,4.8,29.08,17.0,12,113
vehicle_issue,3,8.14,48.57,9.0,10,47
weather,0,8.89,63.23,19.0,53,145
blockage,2,2.1,97.4,6.0,19,150
weather,0,6.19,99.26,19.0,54,140
vehicle_issue,3,8.06,104.47,8.0,15,63
blockage,2,4.17,61.32,16.0,16,139
vehicle_issue,3,3.84,31.36,23.0,6,25
blockage,2,1.0,88.61,17.0,16,121
congestion,1,3.9,115.83,7.0,60,157
blockage,2,5.9,35.81,13.0,15,138
vehicle_issue,3,9.76,21.35,4.0,10,47
weather,0,6.01,4.18,11.0,17,50
vehicle_issue,3,3.14,79.73,14.0,9,36
blockage,2,9.19,66.77,1.0,25,268
weather,0,1.84,14.62,9.0,13,34
vehicle_issue,3,1.93,21.68,23.0,4,15
weather,0,5.89,80.69,23.0,36,96
blockage,2,8.88,51.57,20.0,23,252
weather,0,2.96,25.61,17.0,20,54
weather,0,1.0,71.51,16.0,22,52
blockage,2,7.96,7.05,12.0,14,177
blockage,2,5.79,4.59,15.0,10,99
blockage,2,7.15,32.06,5.0,16,150
congestion,1,4.03,34.63,13.0,23,64
vehicle_issue,3,2.06,13.01,13.0,3,12
weather,0,4.07,15.83,2.0,14,41
vehicle_issue,3,5.09,21.83,6.0,6,26
congestion,1,5.02,88.27,7.0,54,144
blockage,2,8.88,99.52,16.0,30,305
vehicle_issue,3,3.23,22.67,8.0,4,19
congestion,1,4.1,80.26,5.0,36,95
congestion,1,1.87,25.58,19.0,19,52
vehicle_issue,3,5.87,105.97,12.0,13,56
vehicle_issue,3,9.3,30.97,14.0,10,46
weather,0,8.98,15.45,8.0,36,106
blockage,2,2.9,52.61,9.0,13,112
congestion,1,4.92,19.39,13.0,21,62
blockage,2,8.07,23.73,7.0,17,198
congestion,1,1.0,40.73,22.0,15,39
weather,0,8.02,80.58,20.0,41,112
vehicle_issue,3,2.35,15.03,23.0,3,12
blockage,2,1.0,34.7,18.0,7,58
congestion,1,1.94,103.09,2.0,37,93
weather,0,9.01,33.26,19.0,42,120
weather,0,6.74,22.49,5.0,24,69
congestion,1,8.08,64.36,9.0,56,160
blockage,2,7.13,8.39,10.0,12,118
congestion,1,7.79,97.38,11.0,53,146
blockage,2,4.99,28.62,19.0,12,113
congestion,1,9.03,16.33,13.0,32,98
weather,0,1.09,98.03,12.0,28,66
blockage,2,6.4,102.83,4.0,26,218
weather,0,7.89,88.72,19.0,57,152
weather,0,10.0,28.32,8.0,44,127
weather,0,3.98,65.34,16.0,27,70
congestion,1,1.96,119.24,11.0,41,103
blockage,2,8.0,55.67,15.0,22,237
vehicle_issue,3,1.06,113.29,16.0,10,38
weather,0,8.0,81.43,13.0,42,113
weather,0,8.04,101.06,10.0,47,125
weather,0,6.99,23.81,17.0,32,91
congestion,1,2.86,109.8,3.0,42,109
weather,0,2.12,103.9,23.0,32,78
congestion,1,7.15,94.44,10.0,49,135
vehicle_issue,3,4.15,113.37,23.0,12,50
congestion,1,4.1,94.47,12.0,40,107
blockage,2,1.88,68.56,3.0,14,116
blockage,2,3.86,77.21,15.0,19,158
weather,0,9.14,101.11,12.0,49,131
weather,0,8.82,88.63,20.0,47,126
congestion,1,3.9,70.81,20.0,33,90
congestion,1,2.32,69.49,5.0,28,71
weather,0,1.08,106.52,18.0,39,93
blockage,2,2.02,3.53,13.0,4,35
congestion,1,1.0,83.77,10.0,29,72
congestion,1,6.9,67.21,10.0,41,116
blockage,2,7.13,99.61,16.0,27,233
vehicle_issue,3,7.78,24.87,16.0,8,40
vehicle_issue,3,4.06,64.33,21.0,8,35
vehicle_issue,3,8.79,16.16,20.0,8,41
congestion,1,1.91,79.5,5.0,30,76
weather,0,2.76,89.76,11.0,32,79
weather,0,10.0,75.14,23.0,46,125
congestion,1,8.74,68.43,20.0,47,135
congestion,1,5.99,42.06,10.0,31,88
weather,0,7.1,74.09,0.0,38,102
weather,0,8.03,109.9,5.0,49,129
weather,0,9.07,88.83,21.0,46,124
blockage,2,3.03,4.55,16.0,5,52
congestion,1,1.0,62.9,18.0,28,70
weather,0,1.99,89.32,18.0,37,90
blockage,2,4.04,61.99,3.0,16,137
vehicle_issue,3,2.84,70.54,14.0,8,33
congestion,1,5.94,110.69,16.0,51,136
congestion,1,2.31,101.64,2.0,38,95
congestion,1,6.07,10.46,12.0,21,65
congestion,1,8.19,63.17,6.0,43,121
congestion,1,1.05,77.3,23.0,26,64
vehicle_issue,3,2.89,103.03,6.0,11,43
vehicle_issue,3,5.95,34.4,7.0,7,34
congestion,1,1.0,17.52,21.0,8,22
vehicle_issue,3,7.21,73.06,14.0,11,50
vehicle_issue,3,8.13,57.67,22.0,11,49
weather,0,3.87,28.16,12.0,19,51
congestion,1,1.11,114.37,4.0,37,91
blockage,2,6.1,38.98,5.0,16,143
congestion,1,9.01,7.93,4.0,29,92
congestion,1,3.07,9.34,19.0,15,45
congestion,1,9.09,24.1,0.0,34,104
blockage,2,9.06,14.94,17.0,17,207
congestion,1,3.02,48.11,10.0,23,63
blockage,2,6.01,11.18,13.0,11,109
weather,0,1.0,64.57,19.0,26,63
