distance_km,estimated_time_min,weather_risk,traffic_risk,disruption_risk,cost,route_score
860.7,855.4,0.4233,0.301,0.1019,2628.01,0.7294
252.3,251.4,0.1143,0.1699,0.2119,950.44,0.8689
203.6,216.5,0.6436,0.4332,0.1458,324.72,0.8222
649.7,1271.0,0.2416,0.3525,0.1217,2580.71,0.7809
685.6,842.2,0.3169,0.573,0.3473,2266.0,0.6684
179.4,211.6,0.2106,0.5109,0.1095,446.66,0.9324
121.1,130.2,0.1239,0.1252,0.0475,263.1,0.9669
616.0,848.7,0.5812,0.5214,0.3107,1731.26,0.6548
83.2,156.9,0.6791,0.5373,0.3244,184.48,0.7228
80.2,129.1,0.2063,0.1443,0.0755,289.27,0.9206
217.5,223.0,0.3653,0.4409,0.4652,756.52,0.7703
262.9,474.5,0.3231,0.4879,0.195,533.78,0.7799
116.5,225.4,0.4045,0.7357,0.3011,187.53,0.7127
285.8,473.2,0.3447,0.1825,0.1541,543.25,0.7896
294.9,445.9,0.4714,0.1281,0.0414,874.12,0.8153
174.8,280.8,0.1859,0.588,0.3334,346.96,0.7434
1015.8,1709.8,0.0732,0.1144,0.0233,3875.01,0.7098
330.6,605.4,0.2996,0.4242,0.0982,1231.45,0.8756
539.1,857.4,0.6796,0.7337,0.1766,1790.14,0.6427
88.3,126.9,0.0258,0.3018,0.1803,154.75,0.9056
87.8,89.4,0.0237,0.1113,0.2845,240.65,0.808
337.7,421.8,0.0163,0.2569,0.2572,679.29,0.8267
896.4,808.1,0.2753,0.132,0.108,3069.82,0.7629
120.7,202.0,0.2897,0.6703,0.3012,305.39,0.822
270.5,538.5,0.4714,0.3358,0.2618,680.11,0.8265
103.1,94.3,0.6355,0.0875,0.2619,351.86,0.8268
148.0,196.5,0.3484,0.7888,0.3879,582.46,0.8276
280.1,459.4,0.0173,0.6747,0.188,1074.91,0.819
173.3,144.9,0.2451,0.7001,0.1648,677.72,0.8357
98.1,130.2,0.2567,0.6091,0.2421,332.85,0.7304
96.6,169.4,0.4441,0.221,0.0787,150.76,0.9209
65.4,75.3,0.351,0.2877,0.1839,204.65,0.8856
341.6,543.7,0.1661,0.4793,0.0475,861.61,0.88
371.8,568.4,0.3452,0.4798,0.1561,574.35,0.749
370.5,607.6,0.4292,0.639,0.2576,775.26,0.6742
129.5,140.9,0.1178,0.4451,0.3051,378.18,0.8569
494.8,495.8,0.074,0.7387,0.5446,1645.31,0.6616
401.3,329.2,0.3929,0.2273,0.1788,632.97,0.8085
245.9,338.5,0.2869,0.3037,0.1322,733.84,0.8877
219.3,224.6,0.203,0.2163,0.2258,385.74,0.9266
155.3,245.7,0.0372,0.1993,0.3541,440.88,0.9385
279.9,408.4,0.3817,0.5103,0.1946,427.61,0.7326
759.1,1366.6,0.345,0.5873,0.0815,1431.64,0.6855
542.7,956.4,0.057,0.2269,0.0859,1913.97,0.8417
204.5,252.3,0.506,0.4031,0.2319,441.89,0.8329
356.7,412.2,0.2465,0.3121,0.297,1216.43,0.8225
113.2,101.7,0.397,0.4889,0.2807,215.28,0.82
407.9,696.6,0.3683,0.3544,0.1033,1210.36,0.7564
136.8,190.9,0.6753,0.5076,0.1789,222.49,0.8458
396.7,477.5,0.0858,0.2892,0.2729,1568.82,0.831
1955.4,3215.2,0.4889,0.6768,0.297,7494.51,0.4139
164.2,185.4,0.1352,0.353,0.3551,470.98,0.7601
1893.1,2600.4,0.3843,0.4355,0.4191,4165.48,0.4728
345.0,456.4,0.5059,0.2852,0.3815,1062.92,0.7896
144.8,162.8,0.1839,0.4015,0.2899,498.78,0.7645
140.2,245.2,0.299,0.851,0.4325,384.49,0.6935
1281.1,2112.3,0.1901,0.2716,0.247,3736.93,0.6426
345.5,491.8,0.283,0.1791,0.5759,741.75,0.7569
164.6,268.3,0.2833,0.4276,0.1443,491.03,0.8508
212.2,192.5,0.6682,0.1584,0.5276,666.14,0.78
330.8,435.3,0.1081,0.1142,0.0824,991.32,0.9834
243.2,369.7,0.282,0.1183,0.1689,644.59,0.8738
311.7,396.7,0.2736,0.2529,0.2537,1065.01,0.8253
846.9,1403.2,0.0417,0.2594,0.1793,1963.44,0.7613
111.1,158.5,0.1529,0.7898,0.2146,341.29,0.7103
384.2,483.9,0.1408,0.3145,0.2219,1244.11,0.9729
232.5,301.9,0.3917,0.1985,0.0982,892.61,0.8557
172.5,286.3,0.4022,0.3663,0.1615,323.94,0.8127
518.3,455.6,0.0905,0.0937,0.4229,1179.31,0.8256
88.0,158.9,0.4908,0.4867,0.0414,274.39,0.8488
50.0,43.4,0.356,0.0979,0.3813,151.94,0.8898
286.3,274.7,0.3285,0.5152,0.0906,745.82,0.875
222.1,393.7,0.341,0.4209,0.4098,770.65,0.7405
94.9,118.6,0.2761,0.146,0.2951,256.47,0.8913
73.9,99.9,0.1787,0.354,0.3231,239.93,0.9885
945.2,1179.0,0.4383,0.6926,0.0557,3515.14,0.664
338.4,308.5,0.7143,0.3434,0.2028,620.9,0.8435
248.1,379.6,0.1102,0.3569,0.0755,377.26,0.8312
1137.6,1850.7,0.39,0.3281,0.1571,3328.88,0.6385
500.4,514.4,0.1188,0.5939,0.5176,1295.55,0.6725
844.3,1437.4,0.3039,0.3936,0.0367,2524.37,0.6869
107.1,98.5,0.4672,0.3287,0.0412,179.55,0.8359
104.4,180.5,0.5372,0.2944,0.0873,369.49,0.8998
376.9,618.7,0.1254,0.4356,0.0636,1356.24,0.7591
327.1,619.6,0.491,0.4698,0.0353,1230.37,0.783
586.8,1042.4,0.3808,0.5191,0.0967,1153.52,0.7351
78.1,141.7,0.2716,0.245,0.0686,264.47,0.9014
400.4,780.5,0.4265,0.4273,0.0093,1226.72,0.8525
489.1,886.8,0.117,0.4126,0.1519,1099.24,0.8099
471.2,827.3,0.3094,0.1001,0.0157,1650.29,0.8912
184.1,190.6,0.5289,0.5288,0.3757,478.36,0.7934
351.8,600.2,0.2916,0.1238,0.0607,707.19,0.8581
142.2,221.7,0.1924,0.3143,0.0258,480.49,0.9141
199.3,389.5,0.157,0.2614,0.1718,708.74,0.9257
117.9,196.2,0.2292,0.5121,0.2395,235.76,0.8054
143.9,159.9,0.3403,0.2698,0.1844,338.1,0.8329
206.7,206.1,0.2364,0.3099,0.2209,461.6,0.8693
173.5,197.4,0.2666,0.3202,0.5478,510.4,0.8313
143.9,198.0,0.1689,0.5225,0.3913,370.62,0.8465
98.5,156.0,0.041,0.2213,0.2511,263.81,0.9145
965.6,1021.7,0.5182,0.69,0.1054,1885.6,0.6019
172.4,186.0,0.3754,0.4269,0.1328,562.33,0.8977
308.3,358.3,0.3248,0.7363,0.3538,960.2,0.6744
71.4,126.3,0.1523,0.2417,0.4874,225.62,0.8356
632.9,783.9,0.2953,0.6561,0.3076,2297.31,0.7392
275.1,245.9,0.4872,0.5226,0.1719,1074.33,0.7944
179.3,260.8,0.1448,0.2652,0.1753,464.91,0.8909
180.4,145.6,0.4108,0.0635,0.2351,656.0,0.8628
449.7,723.3,0.1387,0.1389,0.1391,1407.5,0.8477
50.0,90.5,0.2708,0.6635,0.2133,84.29,0.8196
137.4,137.4,0.2127,0.5431,0.2821,361.43,0.814
225.1,408.3,0.373,0.4177,0.4592,803.28,0.8203
223.3,360.6,0.3106,0.5253,0.0819,454.33,0.8436
1413.4,1297.8,0.4406,0.1967,0.1287,5439.15,0.6285
193.2,207.4,0.4278,0.2759,0.2235,602.09,0.87
489.4,525.0,0.2052,0.4416,0.2217,1796.38,0.7965
869.7,910.5,0.4949,0.4569,0.4018,3271.1,0.6132
391.3,470.1,0.1498,0.3559,0.2319,1234.65,0.8092
152.7,288.4,0.4503,0.3183,0.3963,482.85,0.8129
99.6,106.4,0.1949,0.6005,0.2217,292.03,0.8431
412.3,788.4,0.2799,0.7444,0.0992,827.82,0.6412
774.0,1129.7,0.0777,0.2098,0.0147,2354.54,0.7441
358.6,509.4,0.1647,0.3819,0.1648,1030.19,0.7648
580.2,933.3,0.4087,0.2562,0.141,1697.03,0.7614
1501.7,2653.2,0.3604,0.0788,0.0408,3446.12,0.6573
439.7,857.1,0.0897,0.3651,0.0512,863.44,0.815
113.2,91.0,0.2594,0.4117,0.0935,182.38,0.8788
253.6,324.0,0.1917,0.5164,0.0356,822.32,0.8354
638.5,648.0,0.3011,0.4487,0.2148,1985.71,0.7167
205.6,201.9,0.4314,0.4951,0.11,580.54,0.7561
702.0,685.5,0.3881,0.2994,0.0914,1811.27,0.8406
233.5,385.7,0.2524,0.0742,0.2607,929.27,0.9199
309.2,266.3,0.3858,0.2735,0.2419,1117.78,0.8055
191.4,345.3,0.1177,0.2017,0.2145,557.43,0.8267
273.6,466.0,0.5542,0.232,0.1559,479.14,0.841
283.9,366.6,0.1122,0.4269,0.1242,767.9,0.8265
79.4,104.0,0.7359,0.1844,0.1307,222.69,0.9373
179.6,289.9,0.085,0.1432,0.0973,618.95,0.849
103.2,83.9,0.14,0.6754,0.2159,212.76,0.7709
184.0,232.7,0.2446,0.3019,0.1156,676.76,0.7563
140.2,142.5,0.2926,0.1749,0.0055,543.4,0.8822
496.8,505.3,0.29,0.7116,0.0554,1133.84,0.8126
500.9,731.6,0.6181,0.2489,0.1612,1265.51,0.7349
362.2,396.7,0.4657,0.4125,0.1481,1044.05,0.7112
100.8,126.0,0.4364,0.4972,0.0821,247.25,0.753
228.4,379.4,0.4944,0.2766,0.1156,598.13,0.7283
95.3,147.2,0.577,0.5938,0.0737,151.73,0.8071
220.7,264.0,0.106,0.1341,0.0887,691.07,0.8265
385.0,330.9,0.4583,0.4353,0.2772,600.16,0.735
490.0,407.7,0.0566,0.3598,0.2132,1662.56,0.8432
340.7,471.9,0.487,0.4416,0.2333,1066.61,0.8265
590.5,771.1,0.3097,0.4567,0.2767,1043.77,0.7772
293.5,515.3,0.156,0.224,0.2574,731.99,0.8517
207.8,186.7,0.3637,0.4013,0.02,688.9,0.9568
451.0,820.9,0.0937,0.1151,0.1509,710.78,0.8076
461.5,486.9,0.1851,0.5976,0.142,694.56,0.8073
169.5,207.0,0.5853,0.505,0.0792,289.79,0.8204
319.0,584.4,0.4346,0.0877,0.0568,1050.3,0.8096
199.1,359.5,0.1788,0.3211,0.1824,489.44,0.8109
60.0,85.0,0.0472,0.3974,0.0881,125.42,0.9004
333.0,299.0,0.2332,0.6699,0.071,722.71,0.8021
98.9,149.2,0.2028,0.4148,0.2046,237.68,0.7719
307.9,527.8,0.2124,0.4526,0.0152,507.25,0.8079
83.5,93.1,0.4165,0.4626,0.7205,223.51,0.8375
147.9,150.8,0.4868,0.4937,0.3208,356.85,0.8357
180.6,252.2,0.1664,0.1909,0.0296,499.15,0.877
567.5,964.2,0.0856,0.4707,0.1731,1608.48,0.8956
168.4,236.8,0.5151,0.5294,0.0769,429.91,0.7344
115.3,125.4,0.5429,0.3134,0.3508,292.39,0.8653
315.8,581.9,0.4356,0.3644,0.3244,1107.09,0.7867
210.2,388.1,0.4627,0.3209,0.168,708.1,0.8094
425.6,676.6,0.2716,0.2442,0.2934,1183.39,0.8445
120.5,107.1,0.2066,0.7443,0.3312,412.83,0.789
283.6,305.9,0.1636,0.2449,0.0283,1030.31,0.9259
1378.4,2126.1,0.0349,0.7872,0.0768,4202.64,0.6243
207.0,359.6,0.3496,0.3399,0.503,448.3,0.7332
278.9,381.8,0.1867,0.4893,0.3687,500.16,0.796
76.5,89.1,0.097,0.4299,0.0625,190.59,0.8791
134.7,250.7,0.3457,0.4494,0.4174,394.45,0.8661
337.6,424.5,0.3254,0.2124,0.3536,730.97,0.7681
194.2,368.9,0.4018,0.2261,0.0955,493.06,0.7779
376.2,541.3,0.3721,0.2134,0.3288,780.28,0.7811
329.5,506.4,0.0334,0.4351,0.1185,1162.34,0.8429
97.3,92.4,0.301,0.4591,0.3843,348.03,0.7322
498.1,558.4,0.4375,0.6531,0.1423,1830.23,0.6943
102.5,201.9,0.1923,0.1072,0.1041,217.26,0.9991
143.2,238.1,0.3901,0.4733,0.1689,376.98,0.7896
287.3,394.4,0.3935,0.4501,0.1524,798.71,0.8112
732.8,1044.8,0.2755,0.1729,0.2158,1136.44,0.8357
121.2,109.7,0.2446,0.344,0.102,189.61,0.9128
271.3,472.1,0.3579,0.2251,0.131,768.88,0.8666
272.9,241.7,0.3137,0.2617,0.1079,724.98,0.8607
387.7,490.2,0.3147,0.6591,0.5405,1373.19,0.7446
560.5,724.6,0.5441,0.4812,0.3977,1436.28,0.6424
184.4,281.0,0.1043,0.3061,0.2213,576.25,0.8886
496.9,645.2,0.1628,0.4301,0.3152,1025.92,0.7957
620.9,1212.6,0.4282,0.2271,0.2397,2060.0,0.7359
853.0,1499.2,0.177,0.5156,0.3015,2686.82,0.7026
347.7,678.4,0.4507,0.3361,0.3787,1352.72,0.8207
273.2,388.6,0.1899,0.7693,0.145,1020.92,0.7751
175.5,204.1,0.4906,0.6678,0.1377,688.68,0.758
88.1,174.3,0.024,0.3514,0.1508,324.99,0.806
201.4,180.8,0.2003,0.508,0.0992,473.41,0.8846
264.7,506.3,0.2242,0.7028,0.1719,653.7,0.7098
226.6,207.4,0.246,0.2552,0.1467,879.58,0.9242
371.8,657.5,0.1487,0.3481,0.2323,1361.7,0.8632
88.4,153.5,0.4015,0.5688,0.2367,247.93,0.7678
215.4,342.9,0.2083,0.6599,0.0969,410.69,0.8225
988.6,1719.3,0.089,0.4564,0.2703,3309.08,0.6417
491.2,444.9,0.4538,0.5784,0.6059,1584.7,0.5987
376.7,470.1,0.4298,0.5303,0.3375,1009.28,0.7914
321.7,387.2,0.3063,0.3548,0.3037,997.2,0.7833
189.5,374.7,0.2717,0.1776,0.1846,742.02,0.9201
71.7,98.0,0.1908,0.4648,0.0816,206.17,0.934
337.0,289.7,0.1239,0.286,0.4406,564.86,0.8125
50.0,55.6,0.1389,0.1953,0.3931,169.92,0.9109
194.8,353.2,0.1301,0.2697,0.0245,638.09,0.9002
244.1,456.4,0.2623,0.7391,0.2385,854.07,0.7101
178.9,342.3,0.2824,0.4373,0.1905,687.43,0.7997
1118.8,1088.5,0.1108,0.5486,0.4389,1740.15,0.5869
877.5,1426.5,0.1551,0.6682,0.1078,1936.13,0.6416
504.2,646.8,0.0106,0.6916,0.3247,1449.35,0.7171
128.0,215.4,0.2959,0.6374,0.4464,283.78,0.835
939.2,1680.4,0.1031,0.353,0.0177,2117.99,0.7646
377.4,420.2,0.3156,0.2351,0.2205,1211.89,0.8658
126.5,177.2,0.3175,0.4679,0.1477,495.25,0.9038
250.4,298.6,0.3017,0.3953,0.2848,790.95,0.8064
478.7,644.8,0.3836,0.4343,0.141,1476.02,0.8038
160.9,184.8,0.0715,0.1787,0.0748,516.1,0.9604
270.0,326.0,0.203,0.2817,0.0516,868.69,0.8695
305.4,344.1,0.3161,0.1603,0.2259,811.59,0.8415
113.2,131.1,0.1155,0.5768,0.0998,203.84,0.8011
202.5,302.5,0.057,0.3819,0.2938,665.72,0.7733
119.4,181.5,0.0932,0.44,0.0327,317.65,0.8564
449.5,856.2,0.0923,0.1664,0.0504,1413.16,0.8525
129.6,164.4,0.1243,0.3785,0.2557,347.32,0.8895
300.1,476.9,0.1577,0.282,0.0351,815.92,0.955
92.5,181.1,0.1954,0.2154,0.0223,270.33,0.8656
110.7,150.5,0.2272,0.3731,0.0588,252.11,0.9215
107.0,185.6,0.1391,0.0543,0.1342,391.2,0.9349
199.8,392.3,0.3307,0.7498,0.0767,647.86,0.7973
277.6,485.2,0.167,0.6412,0.2075,633.76,0.8363
315.9,283.2,0.2726,0.2022,0.3655,1136.51,0.9397
70.8,73.0,0.3318,0.2141,0.2855,272.88,0.7572
217.4,250.9,0.3834,0.6636,0.0338,601.8,0.8467
144.7,234.9,0.3096,0.5934,0.2524,337.88,0.8579
355.6,571.1,0.4067,0.1752,0.188,871.1,0.8861
202.9,195.7,0.0666,0.5453,0.0606,547.76,0.7937
231.2,309.7,0.1596,0.7154,0.2125,632.65,0.8577
145.3,189.7,0.1922,0.2403,0.0016,283.41,0.9622
818.3,1332.1,0.3706,0.5112,0.4913,1251.3,0.7323
99.6,110.9,0.2403,0.1884,0.0908,179.86,0.9505
185.0,200.8,0.3194,0.7878,0.097,433.85,0.771
263.8,400.0,0.2127,0.4093,0.4104,510.26,0.7797
205.2,184.6,0.3307,0.1884,0.017,341.98,0.9259
143.3,229.7,0.4687,0.612,0.0294,457.33,0.8332
68.8,91.4,0.1535,0.1129,0.2303,146.64,0.9421
150.8,217.7,0.3007,0.1823,0.1266,460.78,0.9217
125.0,220.3,0.1938,0.3509,0.0223,427.46,0.8734
792.7,806.3,0.4782,0.6599,0.2963,1212.28,0.634
1194.3,1256.3,0.2942,0.656,0.0536,3167.34,0.7447
236.1,444.3,0.2225,0.157,0.105,906.09,0.8054
91.5,154.6,0.2461,0.3308,0.0383,193.89,0.9798
410.2,457.5,0.0806,0.408,0.2331,1130.88,0.7945
123.1,205.0,0.0854,0.1239,0.1972,403.2,0.9264
166.6,224.7,0.4412,0.8753,0.1091,641.02,0.7631
157.6,242.8,0.278,0.4998,0.398,488.44,0.8807
172.4,300.6,0.2096,0.1232,0.0299,385.4,0.9197
190.9,163.0,0.0706,0.1907,0.2839,531.47,0.9149
97.6,149.6,0.0329,0.1646,0.153,325.59,0.8516
149.7,180.6,0.2224,0.3086,0.2539,251.98,0.8679
499.7,709.2,0.053,0.3403,0.3095,1249.34,0.8206
239.0,295.5,0.4757,0.31,0.1624,868.87,0.8736
267.1,515.4,0.1805,0.8277,0.1645,676.73,0.7297
51.3,77.8,0.0336,0.1252,0.1935,111.95,1.0
475.1,862.7,0.144,0.6281,0.0721,952.5,0.7347
151.4,167.8,0.2747,0.3373,0.1355,515.66,0.8088
537.4,665.1,0.2413,0.2313,0.3149,1127.27,0.7795
272.6,475.5,0.25,0.4825,0.3313,742.3,0.7869
165.1,178.5,0.2604,0.0334,0.2584,374.0,0.8641
75.6,151.2,0.4087,0.5346,0.1545,225.52,0.8376
1121.5,1785.5,0.5206,0.4012,0.0216,3908.17,0.66
429.4,805.5,0.0968,0.5189,0.0251,1545.76,0.8721
447.7,414.3,0.0775,0.3056,0.0415,1688.4,0.9181
874.1,1133.3,0.1797,0.3245,0.2749,1420.86,0.8047
286.2,344.4,0.5757,0.3651,0.1901,625.73,0.8151
630.6,1239.2,0.2862,0.261,0.0535,1827.24,0.7756
175.0,170.4,0.3709,0.1826,0.2378,534.43,0.853
410.1,696.2,0.1535,0.2175,0.3459,801.89,0.8557
157.4,245.1,0.3666,0.3872,0.0992,554.69,0.7957
172.0,313.3,0.2393,0.2582,0.2901,264.99,0.9247
261.9,516.6,0.4958,0.1877,0.1434,430.11,0.8598
100.8,178.1,0.237,0.388,0.0102,226.63,0.881
308.2,339.8,0.1823,0.3939,0.1648,1208.13,0.8495
196.7,354.3,0.0986,0.4412,0.0099,520.17,0.8649
60.9,87.2,0.2143,0.2217,0.1349,110.25,0.8504
177.6,281.3,0.5106,0.6344,0.5137,574.69,0.7003
192.2,218.4,0.4942,0.2048,0.1075,550.08,0.8548
444.5,790.9,0.2744,0.3279,0.0316,1644.34,0.8132
298.8,398.4,0.3052,0.7279,0.2292,817.22,0.8129
674.0,1193.0,0.1283,0.099,0.0081,1064.97,0.8153
352.2,462.3,0.0465,0.6187,0.2772,591.15,0.7642
166.0,255.7,0.3278,0.4321,0.5611,557.63,0.8173
234.9,216.9,0.6296,0.5845,0.2866,461.68,0.6505
191.8,174.7,0.4676,0.6275,0.111,446.09,0.7426
344.3,669.2,0.1057,0.2937,0.0265,1326.52,0.7886
255.2,426.4,0.2997,0.6425,0.3847,480.76,0.77
157.6,158.7,0.4263,0.6062,0.1816,260.35,0.7924
246.2,373.5,0.4363,0.2989,0.0982,801.86,0.8358
337.9,587.1,0.5897,0.4102,0.3695,958.05,0.7642
121.0,183.7,0.4744,0.2988,0.231,269.47,0.8411
305.5,408.8,0.3164,0.4303,0.1996,640.12,0.7969
81.0,146.1,0.458,0.4679,0.468,204.29,0.8084
530.5,456.8,0.2477,0.3022,0.0348,1500.08,0.8777
353.9,552.1,0.2385,0.4633,0.1257,582.67,0.829
765.5,1046.9,0.2829,0.4266,0.1774,2733.93,0.7215
112.0,176.7,0.5133,0.2003,0.1385,200.68,0.8393
541.0,621.4,0.4534,0.2946,0.0125,1706.42,0.7222
471.1,468.7,0.1476,0.2063,0.215,1144.97,0.8557
215.4,424.1,0.118,0.5046,0.193,533.25,0.9125
188.0,345.3,0.5554,0.5098,0.4334,635.02,0.7179
114.5,216.5,0.3067,0.5392,0.3914,183.1,0.7659
95.4,164.3,0.6054,0.4302,0.0171,354.3,0.8272
144.6,127.0,0.3433,0.2665,0.2417,295.62,0.9202
101.6,157.8,0.1733,0.4578,0.16,152.43,0.8643
747.7,940.4,0.2432,0.5977,0.1034,1719.53,0.7062
85.5,102.7,0.3888,0.2702,0.2689,317.31,0.8504
271.6,298.5,0.6035,0.4056,0.1074,484.07,0.731
332.0,337.5,0.2715,0.3257,0.2768,1083.0,0.7736
314.3,304.0,0.3173,0.3565,0.1693,892.84,0.9183
334.2,316.0,0.4987,0.2403,0.1713,732.64,0.8727
474.6,784.9,0.2511,0.1494,0.4051,1670.1,0.7447
179.1,343.2,0.3396,0.1721,0.2916,536.15,0.9241
260.2,326.9,0.1372,0.1552,0.1243,794.28,0.8358
199.2,184.7,0.4185,0.4629,0.1114,498.85,0.9197
609.0,648.8,0.3384,0.1736,0.0591,1362.82,0.8231
1064.1,1805.2,0.0521,0.3951,0.2846,4086.01,0.6777
106.1,129.2,0.3928,0.2317,0.2268,216.0,0.8325
59.0,94.2,0.0301,0.2154,0.1041,189.17,0.9981
364.5,381.5,0.362,0.5035,0.2334,672.68,0.7774
517.6,884.2,0.1763,0.4839,0.1581,1379.82,0.7287
962.8,1527.3,0.3885,0.4357,0.5397,2059.54,0.5321
410.2,437.5,0.1629,0.2801,0.0249,989.89,0.8609
650.0,1247.0,0.3503,0.1743,0.3323,1014.43,0.6511
782.1,1116.3,0.4691,0.2554,0.4572,3076.9,0.7204
682.2,725.8,0.148,0.8888,0.0298,2583.73,0.8332
453.4,671.1,0.4268,0.1397,0.1329,1584.77,0.857
99.7,129.5,0.2653,0.3349,0.6327,362.02,0.8161
243.3,462.3,0.2284,0.4406,0.0132,567.49,0.851
301.9,353.8,0.6534,0.4457,0.165,865.39,0.7844
228.2,425.2,0.5028,0.5142,0.3456,889.13,0.769
238.3,402.8,0.0861,0.6381,0.0267,882.49,0.88
732.9,1184.3,0.3841,0.3963,0.1098,2126.62,0.7559
144.1,147.0,0.2685,0.1619,0.3432,282.86,0.9105
428.1,386.7,0.4495,0.4265,0.2177,1109.78,0.8115
305.4,561.1,0.5874,0.4981,0.3854,490.54,0.7213
134.3,199.3,0.1511,0.7438,0.2647,331.3,0.8122
115.2,225.5,0.7988,0.1837,0.3309,345.75,0.7745
74.4,105.6,0.3185,0.4743,0.1255,227.61,0.9697
343.7,518.9,0.153,0.8164,0.261,1132.27,0.687
234.1,467.4,0.6279,0.2714,0.2632,390.95,0.8016
137.3,227.7,0.0046,0.5207,0.4673,416.97,0.8102
65.8,81.1,0.3792,0.3828,0.2856,230.87,0.9004
331.3,594.1,0.1718,0.1181,0.4419,1100.61,0.7955
216.7,250.2,0.0692,0.2102,0.084,430.67,0.9546
148.5,212.3,0.3787,0.3504,0.3452,334.44,0.856
124.6,135.3,0.5176,0.5593,0.1192,246.21,0.789
207.1,412.8,0.3104,0.3686,0.2785,821.06,0.8074
340.0,653.3,0.0094,0.3757,0.0215,925.33,0.7425
194.2,359.0,0.1978,0.2877,0.2487,699.87,0.8853
106.5,136.5,0.1602,0.5996,0.1589,247.61,0.7677
234.9,393.3,0.5097,0.1495,0.0095,524.03,0.7427
508.7,566.2,0.2147,0.159,0.2632,1787.16,0.8509
251.7,319.1,0.1131,0.2323,0.0534,464.71,0.9374
256.7,453.2,0.0802,0.2718,0.1526,902.61,0.9623
194.8,169.0,0.4533,0.4547,0.0997,648.18,0.7603
131.3,112.8,0.1926,0.582,0.449,337.25,0.781
128.2,204.3,0.361,0.1018,0.0846,258.31,0.9266
76.5,132.2,0.1827,0.5054,0.1791,291.65,0.8133
559.4,705.0,0.1395,0.0317,0.0356,962.25,0.9596
338.2,544.4,0.3616,0.7212,0.2708,1325.85,0.6914
259.2,488.3,0.2042,0.1008,0.0056,411.01,0.8713
300.9,276.9,0.3379,0.6827,0.2,643.94,0.7413
310.3,557.6,0.6681,0.2403,0.2173,1192.55,0.7599
146.3,219.2,0.2393,0.6446,0.3206,356.32,0.8508
194.9,254.7,0.3309,0.4149,0.0766,393.78,0.8049
175.6,151.4,0.0975,0.4876,0.1413,331.54,0.869
1419.4,1789.7,0.2187,0.5633,0.2548,3236.58,0.7364
499.8,875.9,0.3685,0.5338,0.2988,1236.76,0.657
275.2,399.1,0.1611,0.4489,0.4875,1010.79,0.7841
636.6,644.0,0.129,0.1899,0.1948,2248.53,0.7925
582.8,628.6,0.3358,0.3616,0.4262,2296.1,0.7969
93.1,169.2,0.5773,0.3744,0.3652,352.63,0.7504
209.3,276.2,0.6718,0.4215,0.1718,746.7,0.8007
241.9,221.2,0.3426,0.5822,0.1849,413.93,0.9157
375.4,738.8,0.5336,0.2981,0.1216,1214.25,0.7175
209.2,231.0,0.0978,0.542,0.2391,403.98,0.7575
228.4,401.0,0.3405,0.7063,0.1611,858.55,0.7188
177.2,144.5,0.0083,0.2534,0.3676,580.75,0.9635
509.9,564.9,0.3796,0.4288,0.1203,1440.0,0.756
89.1,107.3,0.1216,0.1561,0.1579,353.47,0.9333
181.4,332.2,0.6047,0.5089,0.2197,721.88,0.8051
67.3,114.3,0.6742,0.3122,0.3685,147.76,0.8522
119.0,139.2,0.206,0.4687,0.0887,414.24,0.9198
305.5,533.1,0.5324,0.4855,0.053,1173.66,0.8416
309.6,548.6,0.1249,0.1544,0.1773,552.0,0.8823
196.5,278.0,0.2948,0.5169,0.1833,777.94,0.9109
537.4,757.5,0.3009,0.1565,0.2976,1111.88,0.8465
631.3,891.1,0.0541,0.8174,0.3121,1822.77,0.7462
233.1,233.3,0.1946,0.1377,0.237,921.07,0.8702
291.6,517.6,0.4396,0.0752,0.1976,1109.63,0.7227
178.3,295.5,0.3609,0.391,0.0567,557.7,0.7926
379.5,690.4,0.1035,0.3659,0.2087,1349.85,0.7736
106.1,188.7,0.1533,0.7397,0.4105,324.12,0.8024
860.1,1498.8,0.1228,0.1914,0.0494,2896.69,0.8099
543.5,943.7,0.3054,0.1186,0.2442,1617.41,0.7443
105.7,204.4,0.5137,0.6182,0.2315,348.99,0.7366
140.8,215.0,0.1474,0.2245,0.127,448.81,0.9741
328.6,589.4,0.1455,0.3286,0.1027,1162.23,0.8544
193.1,340.2,0.4921,0.7581,0.4662,604.14,0.7166
358.2,402.8,0.2576,0.6023,0.0885,1402.54,0.7675
190.3,281.4,0.2568,0.2381,0.0417,411.2,0.8501
711.5,1192.2,0.1772,0.6351,0.2997,1548.9,0.76
246.1,227.5,0.3721,0.3836,0.1025,635.26,0.7954
1331.9,1913.6,0.109,0.4572,0.0566,2134.55,0.7395
373.1,299.8,0.1688,0.7668,0.2336,1073.76,0.8388
95.1,103.6,0.3063,0.4063,0.2726,182.77,0.8311
1054.2,1458.7,0.6137,0.4641,0.2089,3296.25,0.6407
528.0,616.9,0.2566,0.5948,0.0971,1981.56,0.7803
319.3,550.9,0.2151,0.268,0.2612,823.11,0.8711
384.8,602.1,0.0981,0.3922,0.2937,599.79,0.8481
106.4,119.3,0.3486,0.2661,0.3795,314.55,0.7539
69.2,56.8,0.3903,0.3874,0.0048,252.81,0.9125
237.6,262.8,0.302,0.3193,0.1714,940.53,0.7897
642.4,914.0,0.1886,0.4802,0.0586,1618.04,0.7919
